datetime [AKST],HO [molec cm^-3],HO2 [molec cm^-3],H2O2 [molec cm^-3],O3 [molec cm^-3],NO2 [molec cm^-3],NO [molec cm^-3],HONO [molec cm^-3],NO3 [molec cm^-3]
29-Jan-2022 12:20:00,357417.027497648,671993.512464867,112143590.846885,127620403509.804,1057129031062.54,2193424698964.88,39313651123.9304,18163.0440586914
29-Jan-2022 12:25:00,361753.355630371,681583.593121445,115472466.991435,129658656591.9,1056536097661.44,2199617186835.85,39044050473.1576,18394.9958891207
29-Jan-2022 12:30:00,366448.964918432,688178.423568855,119194312.791473,129633347410.353,1060825841287.25,2250962393766.29,39403037621.3979,18077.9002974981
29-Jan-2022 12:35:00,368511.775889418,689082.921413029,123329150.315652,128337563869.833,1067845264901.16,2319111475752.51,39905746900.4802,17527.6843362829
29-Jan-2022 12:40:00,370089.941927022,689862.481167306,127609679.262097,127443541662.688,1074249510548.1,2377877953171.81,40230363570.6871,17112.0770968066
29-Jan-2022 12:45:00,371648.609362695,691078.058702889,131833711.954718,126929258999.884,1079981596147.94,2428998396374.89,40457179151.8505,16802.5391655117
29-Jan-2022 12:50:00,369935.112874147,689399.482628518,136085535.221816,126386043256.99,1084475132257.62,2446221226294.75,40266571917.5519,16822.6176753358
29-Jan-2022 12:55:00,367838.25834577,691486.284969291,139603396.597435,128439615143.377,1081912859293.83,2394533919770.83,39206367186.0197,17531.8823692529
29-Jan-2022 13:00:00,365994.360805175,698124.712136229,141856494.519852,133037861985.397,1072324228987.99,2284741007274.3,37498123980.2639,18944.9389491827
29-Jan-2022 13:05:00,363898.981438528,702802.666388403,143104376.19111,138064544828.298,1061262570459.95,2180440851305.58,35982556275.5864,20317.6502479675
29-Jan-2022 13:10:00,362621.36025557,704928.674346794,144527455.936056,140934715095.828,1055183238601.86,2125098947998.53,35154041529.5011,21119.4392201054
29-Jan-2022 13:15:00,361551.233565049,704413.360198944,146313961.954648,142156564008.309,1052975684286.96,2103551261628.31,34753057717.521,21460.8262368748
29-Jan-2022 13:20:00,358502.011805055,697570.888192183,148272341.599574,141247337995.895,1054729490900.27,2109190587053.62,34730927653.4111,21305.2169413223
29-Jan-2022 13:25:00,355813.865072008,689084.567398341,150230738.668667,138997445199.405,1059388225597.77,2138464653271.24,35037573928.8812,20791.7278589075
29-Jan-2022 13:30:00,353482.927451485,679576.753713571,152072449.281927,135910804768.159,1066112734923.1,2186134125991.96,35603662179.63,20046.1549158541
29-Jan-2022 13:35:00,347651.896237847,665237.462124092,154031471.339185,132651589455.444,1072722210172.95,2222759274314.27,35936799285.5008,19386.0931328256
29-Jan-2022 13:40:00,341015.797180568,652263.74781943,155991225.436683,130909413186.202,1075837114921.62,2224626175439.53,35765533172.3034,19171.7758352844
29-Jan-2022 13:45:00,334251.432881621,640993.475559172,157638275.009345,130448484945.566,1075719828153.63,2198033856577.94,35245221283.0393,19315.1493232413
29-Jan-2022 13:50:00,325568.616193137,625400.147881402,158583138.738917,130404743111.92,1073487442394.49,2164885421467.81,34650881592.8765,19348.0842345444
29-Jan-2022 13:55:00,317450.307978757,609585.785030768,159136301.315414,129629932280.986,1072604625004.95,2144982389725.25,34272479711.7826,19191.7753290281
29-Jan-2022 14:00:00,309674.916406069,593627.976445477,159402755.514258,128379880920.551,1072749886710.32,2134417499981.59,34034740269.8517,18908.5197643655
29-Jan-2022 14:05:00,299625.814204776,574532.265925418,159575526.362193,125176491397.991,1075937398629.1,2126446284360.87,33924718339.8485,18553.8717420081
29-Jan-2022 14:10:00,289650.720969885,556056.450568152,159382881.017469,121940148180.318,1078635766299.05,2112029862819.18,33767261648.8853,18234.2662446256
29-Jan-2022 14:15:00,279804.180757808,538108.650181021,158889498.776865,118850394000.221,1080683943811.41,2092664996132.83,33574503302.1342,17958.9159418386
29-Jan-2022 14:20:00,271347.453790036,522323.504045131,158068888.075884,116259593754.948,1081978957594.93,2073843179876.91,33425139975.096,17737.8915143076
29-Jan-2022 14:25:00,263147.513332477,506606.200055397,156999626.190504,113530758521.37,1083476868723.09,2059414758909.48,33361806896.8889,17459.067533201
29-Jan-2022 14:30:00,255052.934443533,490788.435159929,155754940.654264,110582084722.252,1085304583390.62,2048777412431.92,33363421244.6183,17117.2670677772
29-Jan-2022 14:35:00,245040.411767812,471336.406050934,154334179.815392,106545430642.301,1088383647654.19,2041650814429.74,33438915062.4984,16592.3021960737
29-Jan-2022 14:40:00,235044.715856414,451609.993578881,152704567.026185,102072231299.84,1092082151542.35,2038871222748.3,33590057709.2463,15971.0455020895
29-Jan-2022 14:45:00,225074.933965768,431724.344789312,150874998.126185,97403269486.363,1096128690044.68,2039801687146.64,33803566026.5869,15291.4504649289
29-Jan-2022 14:50:00,215570.609456,412375.128657423,148758791.58875,92201623775.1026,1098534184434.82,2043982273509.35,34102945654.1959,14507.4823669714
29-Jan-2022 14:55:00,206050.182344264,392446.211899835,146991914.2989,86487389396.9783,1101620505171.43,2060792992172.23,34554949744.3412,13571.4989307564
29-Jan-2022 15:00:00,196476.789836982,372037.870853202,145499247.860765,80415743501.3784,1105563625477.38,2090048588024.03,35156803239.974,12526.6287649046
29-Jan-2022 15:05:00,186578.974085291,351169.103855282,144334748.331486,74708556091.0733,1111980519264.86,2129868624300.33,35829398631.5136,11506.5832398098
29-Jan-2022 15:10:00,176544.438599558,330623.351857451,142812323.570771,69370581933.0423,1118346941811.46,2165561811501.58,36453713242.625,10584.2922872158
29-Jan-2022 15:15:00,166434.195852459,310392.617530415,140906494.164028,64281656327.0228,1124398362056.94,2196381756972.57,37037616748.7727,9735.06136200962
29-Jan-2022 15:20:00,156031.653011771,289465.926612941,138560457.10219,59198025289.432,1130774745379.66,2233432517469.38,37770860806.0569,8879.61051130672
29-Jan-2022 15:25:00,145686.800019441,268268.808711999,135902970.87153,53908228648.3354,1138216947942.82,2286500146323.64,38766008523.276,7966.74894906052
29-Jan-2022 15:30:00,135269.838559178,246834.721849937,133036325.769921,48534993699.6757,1146523194251.24,2354064354701.14,39983291928.1988,7035.44215096672
29-Jan-2022 15:35:00,125105.084828623,226403.556196605,130098261.047154,43477983294.2922,1154820946331.06,2426403102737.53,41251102186.8997,6175.22513310246
29-Jan-2022 15:40:00,114724.709668131,206177.980486237,127068831.567515,38748810424.3863,1162540589504.86,2493863834197.52,42456499980.949,5403.40506280156
29-Jan-2022 15:45:00,104178.452202462,186107.277117612,123887376.552331,34254416164.4968,1169787336552.01,2557898994507.14,43638029287.4058,4696.68574408062
29-Jan-2022 15:50:00,93423.4571376795,165572.160561419,120227078.773931,30452415093.0662,1176318866836.61,2619908186233.47,44656481430.3983,4034.31751032045
29-Jan-2022 15:55:00,82697.9730244361,145556.829843554,115754681.758703,26843727565.8873,1182051970554.52,2673923854791.39,45596857914.1904,3443.97096555481
29-Jan-2022 16:00:00,72005.8153834542,126033.961347546,110586954.280936,23359824433.9266,1186938915281.35,2718007400509.24,46447041534.7116,2910.55355536205
29-Jan-2022 16:05:00,63242.0557554499,110545.74494085,105153641.155112,20126037310.5678,1190494130567.5,2748243117672.03,47339213546.654,2489.5789483147
29-Jan-2022 16:10:00,54376.9720259561,95122.2359825955,99882421.6153184,17033930686.0631,1193499416951.7,2772144687061.14,48201584180.38,2095.11377455019
29-Jan-2022 16:15:00,45361.083482119,79613.285150206,94735970.7293221,13994317202.0271,1196176220467.6,2792124684204.49,49050865377.9267,1713.31823118218
29-Jan-2022 16:20:00,38510.0081855456,67862.6756267549,89699477.0541542,11571269381.5893,1198142978680.6,2812376262675.7,49929579484.2952,1409.98100618187
29-Jan-2022 16:25:00,31547.132440831,56033.3476950719,84805114.0212056,9270309593.11726,1200067968378.97,2835310325697.09,50863413558.0396,1122.63201297243
29-Jan-2022 16:30:00,24437.373035382,44060.4914547039,80051528.3690667,6993416576.4635,1202054848420.12,2860797031966.43,51845842668.0236,841.014864707768
29-Jan-2022 16:35:00,19920.5336652043,36373.8844962903,75596002.5651222,5486718856.99015,1202603904562.85,2870487119764.15,52538264737.2159,658.58984855664
29-Jan-2022 16:40:00,15358.6230679922,28822.4381882996,71451161.8917151,4169546275.31322,1201206134252.21,2842317237073.26,52669163034.536,504.194112368073
29-Jan-2022 16:45:00,10744.0325734702,21285.7096826945,67498811.3049295,2871762626.49418,1197809168399.15,2775279557648.97,52268821186.4683,354.897083133306
29-Jan-2022 16:50:00,8489.02955688356,17337.8338287802,63826150.9362904,2199453934.35784,1194831901916.72,2708194346587.51,51753540466.4195,278.265278461414
29-Jan-2022 16:55:00,6261.83354831926,13402.0689003126,60478441.4203711,1590071511.15858,1193571707476.9,2673501207194.06,51637654022.1527,205.399941286087
29-Jan-2022 17:00:00,4031.74474013397,9437.37946281522,57445114.5452118,943864761.695984,1193936487359.15,2667993687405.92,51872736506.4275,126.289230781386
29-Jan-2022 17:05:00,3319.4866231346,8139.07307243729,54658099.1121015,673424365.889606,1192553622717.66,2655666020007.35,52074175006.9127,95.4006760795848
29-Jan-2022 17:10:00,2636.71922403801,6966.58673346592,52141249.5507788,495440698.02434,1189143148108.23,2605074992542.44,51737790191.565,77.8507232168121
29-Jan-2022 17:15:00,1972.30276267564,5885.14039203383,49896325.1667215,325958831.158562,1183572907394.5,2513295008790.66,50840762874.2023,67.3456456337794
29-Jan-2022 17:20:00,1797.8021566175,5645.24095359158,47782368.8877748,284807697.953664,1176820256373.33,2403051286623.09,49714397086.6918,76.2938835359404
29-Jan-2022 17:25:00,1633.10669072849,5431.92090433998,45734626.9862237,274201072.880121,1170265024564.03,2297471004647.55,48644771659.9307,87.2000668394912
29-Jan-2022 17:30:00,1470.25611547197,5221.94996862221,43784037.9447498,267806360.59066,1164103014505.24,2198301745766.42,47631729738.8895,95.5376322875805
29-Jan-2022 17:35:00,1454.87774675632,5239.69932019679,41912816.3702004,305810874.283926,1158580831670.67,2112076737044.16,46782347301.1661,106.630804608194
29-Jan-2022 17:40:00,1441.04289994225,5249.97747233441,40150082.326002,348928225.17789,1154017953294.79,2044315891068.04,46164919078.6587,115.137559974401
29-Jan-2022 17:45:00,1428.31959081794,5254.99471911625,38539492.0293533,387929907.015843,1150234435708.98,1990880477391.59,45714633505.9469,121.097476416187
29-Jan-2022 17:50:00,1340.06614598394,4958.3994550143,37047351.1228358,427787718.202022,1148218430133.63,1961893744294.7,45428140690.6794,119.933079356787
29-Jan-2022 17:55:00,1252.29442355056,4637.7488105364,35611306.8498322,446679361.907399,1147726387501.34,1963018319319.58,45521183827.5109,113.548127624657
29-Jan-2022 18:00:00,1164.35489273886,4300.73114888141,34217709.8901874,445067285.910915,1148414057517.36,1988099539545.13,45918172281.8397,103.098968009504
29-Jan-2022 18:05:00,1139.92785022859,4203.92892038141,32928775.9101899,432320728.392744,1148545189366.59,2007529717729.39,46370172934.4485,95.8236888950587
29-Jan-2022 18:10:00,1121.83274390179,4144.00960313833,31794713.876085,442753949.227993,1147612401015.57,2001231241923.3,46472324316.8658,93.4066761286932
29-Jan-2022 18:15:00,1111.66748196779,4124.09840155844,30801274.9434116,474377200.011873,1145761442727.63,1973654804937.72,46289401536.2849,95.6110460569986
29-Jan-2022 18:20:00,1107.0391824848,4128.97295443812,29926485.2358606,513660998.146411,1143523868159.65,1938116917793.91,46033226340.5358,100.256804665857
29-Jan-2022 18:25:00,1104.25904448257,4139.13587842527,29145124.3302592,546908350.267353,1141456324250.73,1906536212932.62,45859173771.7054,104.77028096331
29-Jan-2022 18:30:00,1103.04605156607,4152.81848663849,28441238.9585234,578649507.315683,1139561196742.64,1878448971258.8,45745837913.4337,109.523282746626
29-Jan-2022 18:35:00,1097.06738843428,4141.15696985665,27753986.7651521,589980448.469524,1138213155207.42,1863465550587.17,45871118768.2626,110.748230059224
29-Jan-2022 18:40:00,1082.74660508139,4085.68497020145,27040529.8921988,571666868.156274,1137774639673.51,1869266588325.83,46336436573.4238,106.166903243127
29-Jan-2022 18:45:00,1061.96789681251,3994.48550956623,26297597.7774774,536845215.271326,1138100973941.34,1892381903330.22,47081160708.5371,97.9732433478583
29-Jan-2022 18:50:00,947.99167059306,3549.61559162266,25648422.1705826,528497589.42528,1138907740873.26,1909407435466.17,47319706409.0592,89.6939999026799
29-Jan-2022 18:55:00,848.229477613199,3177.69105633309,25193046.5299807,525204583.497801,1139006239952.44,1899007455152.59,47020371702.0026,84.6351041725373
29-Jan-2022 19:00:00,765.754991630906,2879.97267402346,24989679.5562513,532497185.795997,1138471425626.52,1868087738673.9,46388276379.1625,83.7358704903158
29-Jan-2022 19:05:00,764.770847929879,2895.31187247553,24975013.1300233,516362359.359225,1137616776208.11,1844903303354.36,46161076936.0858,85.3519413364044
29-Jan-2022 19:10:00,767.850755030927,2912.17668318799,24963719.0839693,507635283.925749,1137389968232.22,1843529953215.88,46342784191.943,87.7934008596294
29-Jan-2022 19:15:00,765.727022672056,2902.20898682599,24867272.8714749,485274331.637346,1137774098873.96,1858476413293.72,46799569271.8701,86.7429100087673
29-Jan-2022 19:20:00,757.254634875997,2860.35332872423,24635142.4754681,453256254.343556,1138786291029.77,1889889107414.93,47539908448.9013,82.1595598327065
29-Jan-2022 19:25:00,741.465758219101,2784.66663590115,24257287.438902,408857478.115065,1140487809927.46,1938505235092.83,48563701283.9517,73.9344749733076
29-Jan-2022 19:30:00,720.261678816135,2684.92901244594,23764859.4608731,358637627.55217,1142760842262.36,2001223139750.65,49817181278.0644,63.9019127939426
29-Jan-2022 19:35:00,697.78109071015,2580.20734598215,23222607.9762629,315491234.894027,1145308704050.64,2069327235227.69,51129911948.2729,54.7047848125458
29-Jan-2022 19:40:00,675.029412030735,2478.14661029398,22677281.887665,280067136.201164,1147746434616.89,2133738624863.52,52375300917.2413,46.9421985931344
29-Jan-2022 19:45:00,652.325217781633,2379.58445019007,22135599.4769387,249723375.975413,1150064720273.02,2194836378825.4,53574441177.0418,40.2937497085576
29-Jan-2022 19:50:00,568.329410584314,2059.09390921767,21619691.1569475,225360947.575252,1153121444179,2253909163336.04,54382272211.3902,33.437693568185
29-Jan-2022 19:55:00,493.784120497406,1779.27640108061,21120461.8398129,204801941.918225,1155864864496.16,2304185571864.5,54949083634.0671,28.1603334340936
29-Jan-2022 20:00:00,429.405736247008,1540.7920002804,20647569.7379552,189563589.330713,1158144676195.85,2343645842688.33,55298255725.635,24.3449692279758
29-Jan-2022 20:05:00,415.811860021079,1490.24175619087,20223052.5193752,182529709.401568,1158822363223.03,2362999535522.49,55639393237.5158,22.6959400788772
29-Jan-2022 20:10:00,406.692739593089,1458.23446573703,19896551.1949294,184941219.191396,1158663498600.56,2362029766406.64,55754967712.3111,22.4214781045787
29-Jan-2022 20:15:00,401.809192291543,1443.76337190823,19712091.3470504,193201999.894037,1157842215890.25,2344288970319.5,55663377400.1191,23.4757758183215
29-Jan-2022 20:20:00,401.913600261238,1449.31064491331,19724056.8318843,206478389.842123,1156468963471.49,2313098876541.15,55401081343.1827,26.0990149740113
29-Jan-2022 20:25:00,407.06526402862,1474.97295215679,19932872.189629,225022051.5486,1154651253648.33,2271279524887.64,54996748760.7818,30.3490004755161
29-Jan-2022 20:30:00,417.125111826757,1520.1666905421,20300755.6260744,250457924.248787,1152464014731.65,2220837531532.06,54471002526.96,36.7518999175705
29-Jan-2022 20:35:00,427.961622021948,1568.66178054096,20696118.1827778,271033141.867402,1150428938642.8,2176965822808.55,54102500154.6198,43.9459647498399
29-Jan-2022 20:40:00,434.723208347046,1599.80963509537,20943162.6844184,277953881.736709,1149205981195.71,2154659500981.63,54106014508.5131,48.903928317719
29-Jan-2022 20:45:00,436.437660998969,1608.95549435825,20992683.5038516,275546051.636908,1148738137124.77,2151142461223.18,54417662555.6131,50.7220472475164
29-Jan-2022 20:50:00,425.03758134225,1564.73259430249,20900808.7754269,293504717.4518,1148421552793.75,2151769511760.76,54703361488.1142,51.3678990378265
29-Jan-2022 20:55:00,413.676142725429,1520.40459730726,20758927.9555549,318795966.895756,1148244241344.71,2147292282547.9,54869221172.7734,52.0638149427009
29-Jan-2022 21:00:00,402.577881680427,1477.30252115592,20594837.3424336,347450352.171882,1148089835585.83,2138554839293.09,54951184717.6619,52.846754777906
29-Jan-2022 21:05:00,400.415086756622,1470.71733083708,20418744.551335,355145072.349533,1148145734243.18,2130376848557.12,55088837537.7066,52.7673717691028
29-Jan-2022 21:10:00,397.859168414701,1463.03609700843,20219998.0312604,360463683.991905,1147991627669.72,2122067049133.99,55230938873.5221,52.2646582504402
29-Jan-2022 21:15:00,395.648649763685,1456.6809873198,20006101.1675915,366822529.430395,1147693507254.8,2112582021572.82,55354731924.8223,51.8123632745906
29-Jan-2022 21:20:00,394.235881382564,1453.63947823613,19794213.8331315,375882454.298061,1147233117864.57,2099782852081.21,55412183065.8547,51.7494841076812
29-Jan-2022 21:25:00,394.547470431879,1457.60049823937,19608701.7225264,390763484.547923,1146510987786.67,2080806351207.96,55358749312.429,52.6552463680311
29-Jan-2022 21:30:00,397.282026910934,1471.50214400195,19484929.5924409,411493098.936456,1145510108352.39,2055418896573.76,55194746325.5278,54.9324562845971
29-Jan-2022 21:35:00,402.670668967466,1496.30601209639,19452628.5268437,435891048.944046,1144295878753.99,2026109160215.98,54975275647.3402,58.6612232462687
29-Jan-2022 21:40:00,409.956325966756,1529.02127544872,19502673.9404287,460624263.271633,1143022511535.61,1996610000708.66,54757857641.962,63.2230766730608
29-Jan-2022 21:45:00,418.459438283001,1566.80448261887,19601312.4035892,486113642.093127,1141740411179.48,1967679903203.41,54548446339.275,68.1475677863917
29-Jan-2022 21:50:00,418.420914474526,1572.11737026821,19693611.8765056,497942045.439182,1140667898060.91,1943917298835.25,54375991103.1485,71.0505753294246
29-Jan-2022 21:55:00,413.682943898783,1559.86906817696,19729957.2432922,490394313.245005,1139959228004.63,1929922074942.33,54356937957.3071,70.8419186080384
29-Jan-2022 22:00:00,405.536152916518,1532.94579391106,19690042.1033499,471915196.728405,1139658216949.63,1926505135096.82,54505812863.7018,68.4533888034809
29-Jan-2022 22:05:00,401.501804378398,1519.27309783812,19553472.4924053,452027863.346912,1139789557626.16,1936337947682.67,54935118457.5032,65.0771405920209
29-Jan-2022 22:10:00,395.528375068263,1494.42462929335,19311593.4022735,430045984.743883,1140424965526.84,1960012611682.1,55614533052.7657,60.6970376904818
29-Jan-2022 22:15:00,386.666230626867,1456.78571581331,18982042.8819362,401355387.916926,1141472646637.85,1994993463389.17,56491544615.7985,55.1417814345239
29-Jan-2022 22:20:00,377.214752802859,1417.00703658612,18633939.1681834,374897984.836087,1142655133603.15,2030727552153.71,57320508147.8249,49.9745009310956
29-Jan-2022 22:25:00,369.246615926452,1384.35986065321,18324826.7994651,358891573.133743,1143490666645.45,2055087929606.15,57913052800.0315,46.4606413401959
29-Jan-2022 22:30:00,363.193947820662,1360.60439742636,18069012.8518183,351570172.61884,1143905282274.51,2067417761614.68,58285075336.9492,44.3754481748444
29-Jan-2022 22:35:00,358.926409989633,1344.80682423193,17866872.6801449,349626060.177154,1143975456663.04,2071228898425.09,58523829173.5989,43.2751819655629
29-Jan-2022 22:40:00,355.928157506618,1334.39970934967,17703913.7755196,349775812.770903,1143893063743.17,2071581026341.61,58712492408.971,42.6674210963297
29-Jan-2022 22:45:00,353.788015945358,1327.68729922624,17568325.8769052,351036106.820948,1143717384642.02,2069688128933.56,58864372559.7516,42.3719097054242
29-Jan-2022 22:50:00,334.266839609199,1251.47862737682,17433417.5647778,364603238.261651,1143477314752.88,2067370345951.64,58775910500.7446,42.3088259147486
29-Jan-2022 22:55:00,315.347628595166,1177.63964484279,17285190.7872173,375267422.908365,1143144045486.15,2066254476744.16,58642405142.9768,42.015368904626
29-Jan-2022 23:00:00,297.722916970751,1108.57011316955,17125820.9243805,386025888.657968,1142758970482.44,2065495598191.98,58478230318.5131,41.8112391115357
29-Jan-2022 23:05:00,294.749064920735,1098.1493314623,16962144.3269961,383419318.551972,1142440705919.45,2065882759419.22,58540538571.9139,41.3901822862648
29-Jan-2022 23:10:00,292.042578573252,1088.18168957478,16790173.5316137,381015229.183725,1142349758150.36,2068801804926.63,58698992336.5093,40.9731748145059
29-Jan-2022 23:15:00,288.949278270421,1076.53244500891,16606592.0467197,376435599.832685,1142439336409.92,2074461463753.34,58929654465.7704,40.2743753775014
29-Jan-2022 23:20:00,285.674250983678,1063.96283959342,16416338.7691255,371143837.259005,1142644874269.89,2081662575005.73,59195655739.0074,39.4491869595389
29-Jan-2022 23:25:00,282.454291399931,1051.4564829751,16226326.0996501,366418743.290557,1142885507695.17,2088761091382.44,59465143866.8343,38.6618078352012
29-Jan-2022 23:30:00,279.252170637482,1038.98523444972,16039150.4862117,361846746.237832,1143139464083.42,2095585284439.29,59734218811.7966,37.8841720895813
29-Jan-2022 23:35:00,276.052797973251,1026.47412846476,15854955.0207149,357218589.725588,1143406332140.64,2102470843558.01,60009071876.2193,37.0998803769671
29-Jan-2022 23:40:00,272.805712235785,1013.70052325584,15672580.3488278,352262152.39053,1143699720544.27,2109918966809.28,60296662945.4422,36.2791276769022
29-Jan-2022 23:45:00,269.496144439522,1000.60243973472,15491743.7313162,346983560.916872,1144020456365.36,2118005018812.92,60596760904.0499,35.4258587559112
29-Jan-2022 23:50:00,262.488783026897,973.070922002887,15303791.2238317,336377221.384039,1144438987325.53,2128247137282.13,60874000200.9295,34.2707189199829
29-Jan-2022 23:55:00,256.558769042683,948.667802570314,15109532.3206767,331149733.852746,1144694264403.87,2138305839006.6,61128267320.5654,33.6762306328341
30-Jan-2022 00:00:00,250.806739637006,925.081940647698,14915228.5722685,326493040.924651,1144838330607.08,2146877946747.53,61344554622.0012,33.1692990189049
30-Jan-2022 00:05:00,248.453946132049,914.574738130345,14725224.3807274,327687177.662736,1144793609883.81,2152456642648.99,61576120013.2075,33.023973617691
30-Jan-2022 00:10:00,244.92834129844,900.453457176464,14533967.5936742,323227665.354632,1144903729702.37,2158819556218.05,61846872685.928,32.3101555987753
30-Jan-2022 00:15:00,241.005775116631,884.739987907546,14335132.8190941,317236289.598549,1145134409300.73,2167229643146.73,62168815670.1453,31.4233820768552
30-Jan-2022 00:20:00,236.165045976716,865.387650844976,14113732.4439477,307458785.549286,1145527654635.77,2180940381472.02,62614458746.0217,30.0998944538081
30-Jan-2022 00:25:00,230.135793193511,841.215440529956,13857410.4145865,292843580.211482,1146191625054.76,2203240340157.84,63232983934.2801,28.2122121917877
30-Jan-2022 00:30:00,223.183907836069,813.154987799095,13568899.9697819,275238394.788507,1147113362563.06,2233656821216.31,64007741044.9404,25.9849229720414
30-Jan-2022 00:35:00,217.363852322693,789.194793694962,13307575.9762793,264258112.701864,1148029898209,2258781000185.94,64602642312.5286,24.5140585038829
30-Jan-2022 00:40:00,214.608629285422,777.299453526303,13152187.4093315,268506803.589359,1148188554866.25,2258362339922.42,64690657259.7915,24.8225680907958
30-Jan-2022 00:45:00,216.468787842065,783.543433294003,13184636.2607779,289353333.155848,1147337074339.77,2227943110967.68,64231178222.6388,27.2835143733045
30-Jan-2022 00:50:00,224.884706294154,805.764648330458,13460214.9729944,387451342.304632,1145339131698.59,2167793682970.47,63100832122.2444,37.2084178808166
30-Jan-2022 00:55:00,254.159104465919,895.025012618275,13943173.4208621,586947233.733163,1142681557035.44,2083764147719.37,61530582872.6193,58.2481470406287
30-Jan-2022 01:00:00,300.986839836021,1043.4754909524,14555451.5695514,881463198.60582,1139541495745.73,1982718189000.84,59651782271.9919,90.7656756609982
30-Jan-2022 01:05:00,349.346292780991,1209.54180605784,15113375.7363556,1133683972.93799,1136655059352.66,1890599240064.37,58141767331.2633,122.768064618302
30-Jan-2022 01:10:00,374.237157073322,1301.20175169784,15426170.1050189,1262840354.31225,1134617740486.05,1830318109265.38,57267263307.129,141.19341815556
30-Jan-2022 01:15:00,388.414929351637,1353.65530734092,15513406.3905253,1338165043.1542,1133349359974.36,1796339298882.21,56888829007.495,152.091052461749
30-Jan-2022 01:20:00,403.025629379881,1406.45580168116,15534549.3575795,1420748459.40817,1132384271804.95,1766179826272.92,56453159043.0443,163.675446429558
30-Jan-2022 01:25:00,432.51794548003,1513.81344859769,15691231.9376255,1591226493.7532,1130700481170.89,1712640115420.64,55511398015.8602,188.296837952326
30-Jan-2022 01:30:00,487.499139833048,1717.40432485876,16143630.7039478,1904016387.05406,1127965513645.21,1630958870942.32,54030306590.558,236.054125566713
30-Jan-2022 01:35:00,560.898699441324,1997.85545682611,16865249.6721382,2318146103.69853,1124615928865.99,1538756954322.56,52417757813.9249,304.572481442735
30-Jan-2022 01:40:00,630.500963955043,2274.47184295622,17589783.5918177,2712900119.09091,1121607716831.1,1459767876323.45,51080932546.7595,375.447250905626
30-Jan-2022 01:45:00,693.013375439883,2530.13311601742,18203447.3647824,3075577838.36846,1119067217146.25,1395122656576.61,50006952158.8087,444.277334591581
30-Jan-2022 01:50:00,725.688369680532,2683.40653243109,18698208.6093594,3274784183.26904,1117083067266.39,1344733050360.84,49094044388.6258,488.34225461529
30-Jan-2022 01:55:00,699.430222557006,2626.87810116467,19089295.2135616,3107352374.61723,1115811037875.41,1312781209145.43,48473997763.2809,473.373987715659
30-Jan-2022 02:00:00,646.343470351871,2464.12045123759,19390955.3709134,2765065560.0711,1115129808713.93,1298015132989.58,48151479807.8962,425.518983218489
30-Jan-2022 02:05:00,600.35585712615,2312.02285514888,19602207.316158,2456282461.30495,1114860586388.97,1296923912097.23,48140545546.9258,379.074313457555
30-Jan-2022 02:10:00,590.086604111285,2272.77677945001,19722453.4965193,2379448290.64566,1114769270747.32,1301819789330.19,48254156133.1057,365.779079111746
30-Jan-2022 02:15:00,580.886099590164,2231.95026104707,19756924.2311029,2317688045.98457,1114903956926.99,1310825786280.39,48447266630.5441,353.621975084946
30-Jan-2022 02:20:00,569.047715049942,2177.78690289296,19707959.3576968,2246595014.40901,1115225799019.72,1323897727550.74,48722524289.1326,339.113402452876
30-Jan-2022 02:25:00,552.793129054393,2105.03802288575,19579789.8630606,2153803062.59803,1115736457232.49,1341339981287.98,49081684964.0415,320.612179531905
30-Jan-2022 02:30:00,535.555207682978,2026.32878332789,19384103.6671734,2060630088.57747,1116381656376.51,1362451800787.98,49508598116.9493,301.677495402448
30-Jan-2022 02:35:00,516.750333584152,1941.95927290211,19143640.1425084,1962788261.34162,1117113915771.05,1385120170555.79,49952741092.4186,282.320665156031
30-Jan-2022 02:40:00,498.88560933383,1861.8029473147,18879501.0792645,1875606362.39503,1117832987841.92,1407046034889.19,50376828784.3706,265.191621347832
30-Jan-2022 02:45:00,481.859384017689,1785.63710584322,18600540.2814964,1796913317.47025,1118528436231.91,1428201221501.31,50785202607.47,249.900280712717
30-Jan-2022 02:50:00,455.364029094565,1671.68369339334,18277027.7854006,1693431103.8978,1119772634930.58,1455240642302.17,51202069280.0387,229.890736173484
30-Jan-2022 02:55:00,423.918077702384,1539.65528918975,17871866.0956934,1556980016.62763,1121098257343.75,1492587422990.1,51776278314.9918,205.070991790117
30-Jan-2022 03:00:00,390.938452281751,1402.42650970505,17400577.9541353,1410189747.67521,1122622562223.08,1539740728187,52501173819.6351,179.244243381417
30-Jan-2022 03:05:00,364.899292958767,1295.08105965472,16915841.3134599,1280431115.99367,1123721570493.95,1587451751569.93,53293751400.3182,157.670341367871
30-Jan-2022 03:10:00,343.704658024311,1207.8442027954,16474376.6598097,1185083626.0206,1124817715592.4,1627935084550.15,53966176846.3041,142.058285293057
30-Jan-2022 03:15:00,325.38097360888,1133.24160516161,16063438.6326763,1109455574.76252,1125819308877.18,1662254087368.37,54544056725.4511,129.987927309663
30-Jan-2022 03:20:00,309.904897538626,1070.60836521817,15689799.1059423,1051462577.27322,1126691257045.18,1690263501529.1,55015710786.094,120.902500283838
