datetime [AKST],HO [molec cm^-3],HO2 [molec cm^-3],H2O2 [molec cm^-3],O3 [molec cm^-3],NO2 [molec cm^-3],NO [molec cm^-3],HONO [molec cm^-3],NO3 [molec cm^-3]
25-Jan-2022 02:20:00,46793.027212329,1440134.40565372,4823330.79833702,770501754749.915,160095870402.921,7433221005.40829,1375105976.78197,5212639.25977357
25-Jan-2022 02:25:00,46267.7636662324,1414891.52963765,4669630.00733425,771292993269.754,159305396342.144,7409758039.11359,1352486938.95563,5204967.98479664
25-Jan-2022 02:30:00,45776.8732885312,1391186.77836785,4551803.62370285,771694624400.725,158904592659.446,7403424906.57647,1339243963.91118,5198763.61305975
25-Jan-2022 02:35:00,45292.9155312594,1368387.29335275,4455622.95419927,771881224538.638,158717353077.872,7402948722.40121,1331357264.34335,5194935.85313751
25-Jan-2022 02:40:00,44813.0576428767,1346166.56872817,4372593.26821606,771949047044.745,158647227783.584,7406260704.62045,1326551517.99983,5192312.77902714
25-Jan-2022 02:45:00,44349.0246074072,1324403.5749211,4297557.38152625,771954627590.017,158637911877.167,7416279328.49724,1323528641.82192,5189037.54105017
25-Jan-2022 02:50:00,44156.0790292774,1321077.20759305,4269158.79177554,770066596594.095,159980104078.193,7431288742.29597,1330968298.02791,5247217.71827952
25-Jan-2022 02:55:00,43999.6492819938,1316365.40667549,4284359.00694435,766911798868.504,162581877169.308,7493721999.56725,1348956405.18082,5304532.74046727
25-Jan-2022 03:00:00,43835.3772810341,1311385.16836062,4318847.55330702,763252846684.363,165711489656.638,7568819664.92986,1372743807.13628,5362399.84781325
25-Jan-2022 03:05:00,43482.141624464,1288271.32103751,4332705.58221487,760824019536.251,168191474390.233,7678839412.95191,1393665030.50655,5350149.9208565
25-Jan-2022 03:10:00,43109.8191304963,1267238.62713289,4315889.45519094,759459536431.424,169632563527.112,7747429961.75558,1407317889.67035,5343492.22604379
25-Jan-2022 03:15:00,42722.0289252625,1247100.76910461,4288278.02499099,758427773514.983,170730027212.266,7798166184.2666,1417434071.26233,5338227.04689704
25-Jan-2022 03:20:00,42372.479264709,1227342.99313782,4255423.32299811,757551691170.183,171658366586.263,7858302746.88896,1425505800.03746,5329303.20456196
25-Jan-2022 03:25:00,42023.2127459223,1207822.29129678,4219561.89426084,756744532560.124,172507896028.842,7917127639.9512,1432355243.68243,5318625.88390938
25-Jan-2022 03:30:00,41665.73769893,1188527.43457064,4181862.88723414,755968840549.617,173319622550.73,7971171225.80752,1438474719.04197,5309427.33334716
25-Jan-2022 03:35:00,41283.4489633955,1169508.69065407,4143040.03226952,755201874804.773,174118767904.909,8014517970.83244,1444161519.38072,5302908.9516085
25-Jan-2022 03:40:00,40926.9533174775,1150670.63575784,4103526.09824636,754455889877.041,174894953213.342,8068117058.38082,1449586497.7048,5293092.54765855
25-Jan-2022 03:45:00,40593.2452337511,1131963.35920286,4063609.33460747,753725714361.416,175654291935.338,8131552591.86457,1454856373.46244,5280620.3580463
25-Jan-2022 03:50:00,40288.5686830396,1118600.4404232,4031194.86608535,752146566100.542,176670410305.643,8175048244.5381,1461312245.25358,5290357.60505759
25-Jan-2022 03:55:00,40041.56172316,1106018.52710078,4019090.07958212,750162857735.045,178273311013.452,8252971241.58081,1471903461.44705,5297197.8490688
25-Jan-2022 04:00:00,39783.1640887786,1094461.27867201,4023519.77178239,747951406708.88,180276342029.283,8329898778.34391,1485844274.95274,5310820.42335851
25-Jan-2022 04:05:00,39731.5565880601,1084641.13328169,4057702.67750871,745882359962.923,182913449511.864,8461455118.17952,1505717085.44546,5299473.42384043
25-Jan-2022 04:10:00,39800.8406313567,1078030.45314524,4095278.74310185,744074543451.237,185207164710.235,8601651607.89921,1524231210.28526,5282272.87139014
25-Jan-2022 04:15:00,39871.2951460043,1072908.28798084,4132772.17577951,742354470938.836,187285489697.948,8720396222.99155,1541185406.08425,5267284.72536341
25-Jan-2022 04:20:00,40011.6503367638,1068354.23956699,4169748.13166876,740701347567.36,189199654638.021,8861357519.32362,1556948974.80838,5243234.93216613
25-Jan-2022 04:25:00,40117.3607671926,1064123.39082776,4206337.64243768,739046122938.065,191051373500.979,8981271357.40693,1571884755.80652,5224679.56747991
25-Jan-2022 04:30:00,40247.8856058362,1060136.92020131,4242632.74188341,737408832396.188,192845165127.155,9110521345.04964,1586262054.74397,5201851.46521884
25-Jan-2022 04:35:00,40395.9249000847,1056347.39792858,4278721.89764816,735783074605.321,194603199011.544,9247205311.64158,1600278477.72579,5176026.61125402
25-Jan-2022 04:40:00,40516.7307749451,1052524.67316484,4314681.22236381,734147612386.47,196356584145.978,9372099345.09923,1614069032.54692,5153845.75373031
25-Jan-2022 04:45:00,40669.5977465986,1048758.60613458,4350501.24211218,732529924544.882,198083816408.528,9513648012.21018,1627718199.48729,5127479.84902153
25-Jan-2022 04:50:00,40564.7742645701,1028440.96682969,4372156.03564126,731645066304.673,199385576571.667,9701014142.73525,1637100920.57617,5031285.28810541
25-Jan-2022 04:55:00,40486.7824910601,1010266.53782031,4384196.24789101,731489568355.95,200362389780.93,9876183122.41847,1644414087.64948,4943605.63250302
25-Jan-2022 05:00:00,40380.9079144521,993324.574701082,4393272.9260345,731737266909.191,201247475041.276,10024766008.1671,1650927373.0172,4864402.18799234
25-Jan-2022 05:05:00,41710.0753191872,1009794.44851944,4519483.28789427,728968738717.954,205142828578.111,10407121969.3223,1680536791.135,4796991.19035135
25-Jan-2022 05:10:00,43249.8943431343,1030348.79485586,4704301.26988417,724965463732.149,210028562264.608,10852997621.1604,1717715884.27141,4724544.32144008
25-Jan-2022 05:15:00,44806.8174764236,1052298.53400694,4926617.05294876,720299312547.291,215362409862.014,11313279941.1793,1758947340.77078,4648545.71782259
25-Jan-2022 05:20:00,46363.2669920325,1074114.14944623,5173621.08797936,715271055441.266,220907510952.6,11801009204.2294,1802672627.05104,4572967.34445964
25-Jan-2022 05:25:00,47872.5158653029,1094901.91930618,5436477.9485402,710028208900.038,226569435482.792,12303863817.6452,1847967266.7709,4497546.13176171
25-Jan-2022 05:30:00,49334.1155987571,1114272.14371384,5708928.31998662,704668604344.183,232287302038.63,12826190419.2067,1894264493.27474,4422387.11938888
25-Jan-2022 05:35:00,50709.0546822882,1132031.341542,5986696.90994786,699228925759.056,238048060151.883,13349378003.5956,1941209255.03192,4350088.6991119
25-Jan-2022 05:40:00,52065.458144483,1148038.37822627,6266820.43125456,693779190574.071,243796832820.035,13910488154.7902,1988567036.42345,4274095.87102195
25-Jan-2022 05:45:00,53339.8946946152,1162408.39158448,6547426.58715279,688303302982.708,249558637042.326,14473990929.342,2036207535.9251,4201510.45648849
25-Jan-2022 05:50:00,54123.5027754269,1139972.62379579,6881156.73326206,681056226134.349,257632897833.191,15452225275.67,2098346119.09925,4005901.23859986
25-Jan-2022 05:55:00,54851.9632627709,1114869.51001281,7322079.25484377,671162513809.265,268883589997.271,16694593799.162,2189431186.93921,3805401.09161927
25-Jan-2022 06:00:00,55404.997172327,1088376.50697318,7849871.78601565,659601000079.467,282157388007.264,18090720096.0813,2300679067.68669,3609379.16079017
25-Jan-2022 06:05:00,55841.6423381548,1081030.27119149,8343028.85604089,648527072389.119,294850486743.39,19212939601.648,2418508088.76536,3521652.34603842
25-Jan-2022 06:10:00,56139.2527855199,1072412.84089918,8747041.08383283,639591763645.192,305064329700.622,20198974788.3584,2518388851.7211,3446773.01122006
25-Jan-2022 06:15:00,56365.4791942208,1062152.86236332,9087489.00901869,631622821924.859,314026556531.045,21142773631.4836,2606622153.10694,3375479.80520308
25-Jan-2022 06:20:00,56574.1098753002,1050384.46426776,9380012.52082564,624197611657.78,322242217018.258,22102226680.3969,2686921390.01422,3303179.6365113
25-Jan-2022 06:25:00,56737.1710358802,1037683.63093554,9636508.15657827,617071572996.6,330023591565.689,23060194252.0886,2761775616.76032,3232440.22844706
25-Jan-2022 06:30:00,56865.976351593,1024417.49372799,9866294.07998172,610131266952.403,337532546248.792,24025278634.5307,2832912143.88968,3162546.20034843
25-Jan-2022 06:35:00,56975.0667330827,1010724.78626463,10076481.7849285,603321029022.755,344857027121.223,25011896372.7315,2901527937.50844,3093396.60329168
25-Jan-2022 06:40:00,57067.5842028677,996852.685447598,10272312.8159519,596600358470.931,352058214807.463,26021332192.6598,2968452025.68529,3024666.96288448
25-Jan-2022 06:45:00,57156.2394778809,982844.642807284,10457526.0025745,589956456070.21,359161958929.135,27066197574.466,3034245520.33124,2956433.59564884
25-Jan-2022 06:50:00,56425.1573124516,931891.024824077,10613465.5383889,583824307807.356,366206023275.389,28676988640.8071,3097016480.37102,2785359.67476948
25-Jan-2022 06:55:00,55717.9104732251,885355.704500511,10756225.3607866,578097056926.165,373431563871.985,30334960605.2957,3166966893.05423,2627483.9919076
25-Jan-2022 07:00:00,55027.0522148352,842529.260469485,10891069.7748375,572822825046.139,380681381637.066,32030958552.3771,3241443918.84341,2482101.08645431
25-Jan-2022 07:05:00,55156.8177230103,847222.121037951,11022509.9034796,571165453691.966,383910331958.354,32226313944.382,3291358855.24983,2478526.26643991
25-Jan-2022 07:10:00,55378.273374043,854688.849232109,11152925.6293611,570573622167.912,385622612454.766,32282427405.7716,3324515564.10688,2480666.26869049
25-Jan-2022 07:15:00,55640.6644686875,863170.570691222,11279766.9119285,570351635915.307,386588008041.254,32285063608.6218,3346817545.75895,2484428.51660794
25-Jan-2022 07:20:00,55935.4131481784,872044.070680176,11401358.4212145,570313618143.237,387100981047.934,32274498553.0224,3361876305.60726,2487664.00791853
25-Jan-2022 07:25:00,56246.4021916408,881088.047480511,11517802.3864906,570370632291.707,387340130723.93,32255661985.6105,3372098023.6495,2490349.51408156
25-Jan-2022 07:30:00,56559.2794932009,890243.091272015,11629958.3377284,570473426053.894,387418310895.024,32224374504.8598,3379090653.34735,2493069.42972805
25-Jan-2022 07:35:00,56888.9084909906,899328.87557038,11738786.5276238,570623422851.896,387376562940.895,32205786626.753,3383917456.43313,2494575.26283531
25-Jan-2022 07:40:00,57209.4967101726,908518.239377048,11845204.8966292,570778982906.199,387283561212.291,32171727061.3477,3387300585.9071,2496562.18459055
25-Jan-2022 07:45:00,57537.0105660367,917736.143243042,11949858.377377,570952554434.681,387143952135.021,32142586982.0007,3389705590.22659,2498077.59717613
25-Jan-2022 07:50:00,57314.2831882493,905057.26683044,12010045.4143783,572441746235.344,385982513146.723,32360774501.5699,3380656069.10679,2447385.10158969
25-Jan-2022 07:55:00,57123.9157282034,894686.62077072,12051734.0599612,574728250591.549,384413071553.663,32478295053.2468,3370845872.46722,2404184.41106791
25-Jan-2022 08:00:00,56978.7736194881,885497.555565993,12095933.1255444,577377797782.355,382805704715.058,32590803026.7441,3362255440.98604,2363619.16869252
25-Jan-2022 08:05:00,56940.1525194411,892116.166311575,12126132.900494,579615739315.199,381486138061.765,32229078938.147,3358820432.08279,2384814.80750472
25-Jan-2022 08:10:00,56763.0588707816,895143.160893806,12143770.1240622,581410460127.395,380368773893.896,31920926095.1505,3354296227.34497,2403345.97260089
25-Jan-2022 08:15:00,56516.8002906892,895974.191649865,12133072.9525228,583083508255.944,379147278605.676,31635951505.4501,3347381627.63307,2420092.98961991
25-Jan-2022 08:20:00,56226.3680096762,895314.790468401,12095626.5186457,584697864777.275,377816562830.706,31363499996.1444,3338636515.94863,2435611.93252213
25-Jan-2022 08:25:00,55904.9113345124,893567.129481291,12036704.6541936,586277825289.685,376404978020.057,31099934897.136,3328585729.3626,2450199.5697753
25-Jan-2022 08:30:00,55554.9713806202,891142.235343525,11961472.3029096,587826676293.352,374947836075.094,30833194757.2995,3317634772.35357,2464820.93783986
25-Jan-2022 08:35:00,55190.3446038826,888226.582782101,11874350.0699257,589361666838.623,373454764297.117,30570642395.1221,3306048888.90134,2479006.47127248
25-Jan-2022 08:40:00,54814.1406745092,884889.738118036,11778756.0430091,590889499610.807,371936984994.737,30312469732.5725,3294009690.64636,2492746.82820951
25-Jan-2022 08:45:00,54426.5907409743,881335.509246212,11677103.868733,592408744033.903,370407219804.025,30053134132.0234,3281653680.314,2507027.51931821
25-Jan-2022 08:50:00,53691.9372978013,860910.418129329,11640498.2171245,592280161260.353,370940959374.264,30299600744.9894,3279090876.15311,2469486.73505215
25-Jan-2022 08:55:00,52915.6002515437,839227.325021548,11752147.1700124,589135575522.993,374869927288.264,30883186507.9245,3307749033.50799,2419079.1469864
25-Jan-2022 09:00:00,52107.9729273144,817628.076905102,11992169.1300787,583936184414.183,381111356370.476,31684534858.4758,3361693618.50944,2362170.84109027
25-Jan-2022 09:05:00,51909.8076668176,812216.64925867,12307239.6081394,577799416489.021,388181560431.319,32422498612.9287,3435075625.09998,2335284.69610487
25-Jan-2022 09:10:00,51784.6271655805,808699.849460558,12563975.8770652,573505116293.221,393194809874.719,32956758095.4514,3494357016.60584,2317550.85323611
25-Jan-2022 09:15:00,51701.1387262187,805874.463442544,12762495.003358,570416763084.45,396820423862.314,33364729907.7069,3541185273.29885,2304745.56476287
25-Jan-2022 09:20:00,51998.6503946247,804036.100624002,12911656.3915,568255594234.487,399381335950.117,33820979522.4345,3577958333.30215,2288831.15430323
25-Jan-2022 09:25:00,52348.9247964756,802211.354367745,13021443.5595009,566671864905.711,401266226984.086,34267027364.649,3606796245.93999,2272670.23211558
25-Jan-2022 09:30:00,52727.1766625676,800281.068192312,13100313.9533739,565472826177.834,402697985947.884,34701339325.9118,3629629696.05461,2256530.24348123
25-Jan-2022 09:35:00,53923.2469161674,801259.841030946,13156360.5993612,564756503631.862,403600675274.15,35349226854.8219,3647337733.70898,2230643.89121994
25-Jan-2022 09:40:00,55259.2931330459,802009.613603241,13196242.0820747,564371630130.901,404143303668.873,36144024267.4073,3660825681.91483,2199032.94322374
25-Jan-2022 09:45:00,56593.7924014778,802829.202817913,13223741.3966528,564089215888.63,404564756267.661,36915155125.8523,3671345525.80686,2168913.71664122
25-Jan-2022 09:50:00,57622.9598164439,788426.56064674,13150004.7471729,566229393742.446,402624573754.111,37776514455.3031,3660238645.64686,2103788.23939459
25-Jan-2022 09:55:00,58769.6522257272,777420.105252113,12932735.0708921,571433778971.09,397845124993.389,38305548630.1427,3626723611.66252,2053381.24395625
25-Jan-2022 10:00:00,59928.0324616416,768407.888444903,12609927.9920948,578551602389.894,391432134576.845,38556559089.1948,3576958893.73586,2012863.4970776
25-Jan-2022 10:05:00,61555.5589564737,770285.879166832,12334165.354998,582538975738.712,388353840663.381,39125690920.5413,3551011178.68102,1991044.60910669
25-Jan-2022 10:10:00,63056.6034614709,769199.941749561,12152829.4614922,583799075800.206,387929397188.264,39988501074.1847,3541247665.31689,1959853.28261344
25-Jan-2022 10:15:00,64534.2328810583,766629.641419818,12046245.4567025,583418783288.876,389005278070.892,41093880220.5465,3543437122.47046,1921958.9819837
25-Jan-2022 10:20:00,66768.3197034243,765893.232817171,11997988.6960021,582207321875.842,390786676660.902,42587247395.4649,3554005399.43222,1873714.81647063
25-Jan-2022 10:25:00,69078.2777396245,764568.731673872,11994285.3713181,580428644415.93,393041197188.06,44306786955.6153,3570461171.74824,1821306.36291803
25-Jan-2022 10:30:00,71381.5170967026,763132.73709354,12022674.4141671,578212295055.496,395666282250.141,46105870785.0464,3591350519.65304,1769762.0067794
25-Jan-2022 10:35:00,73563.7379922995,761577.961256378,12073737.5515283,575663813185.462,398576777355.586,47909995433.1788,3615536053.02797,1721383.10482292
25-Jan-2022 10:40:00,75731.245675146,760042.832479946,12140457.5577913,572928434979.859,401641830689.321,49747141489.6201,3642120232.11193,1674881.81596344
25-Jan-2022 10:45:00,77890.4104607778,758471.088531238,12218022.4531178,570085839969.357,404791998637.965,51620506318.7425,3670372512.13805,1630157.40351647
25-Jan-2022 10:50:00,82338.43968959,760261.787320554,12419763.7207164,564943895971.79,410426000448.143,54948863547.7133,3715325746.83309,1558552.85449649
25-Jan-2022 10:55:00,86946.4269727155,757356.512639893,12824239.1646004,556006924773.665,420124050795.295,59642896232.2085,3797465554.47124,1468730.72120487
25-Jan-2022 11:00:00,91555.6251247879,752129.427359621,13393562.5143961,544407527459.058,432683630982.536,65215363454.8454,3912733584.68138,1375410.90373267
25-Jan-2022 11:05:00,94160.5152637824,747693.289870899,13971675.8329831,535203512806.42,442729096106.771,69360504535.9225,4001882234.17363,1313183.79329248
25-Jan-2022 11:10:00,96820.7798975681,748451.642972994,14435571.0267215,529274116343.482,449303980702.042,72397426587.6541,4081063924.20245,1271212.63150414
25-Jan-2022 11:15:00,99547.4665831807,751197.56485836,14812133.8588378,525441836062.63,453637562703.414,74968407365.683,4141907362.87143,1237805.93011211
25-Jan-2022 11:20:00,101854.661788622,753395.731039572,15115843.2784307,522876804258.7,456596755454.266,77132521882.9189,4188840326.44873,1210809.48825223
25-Jan-2022 11:25:00,104140.45631282,756096.519920361,15359482.9708851,521197939315.83,458591920223.816,79050369655.2329,4225212418.57183,1187753.31729252
25-Jan-2022 11:30:00,106427.711497672,758956.871489763,15555320.822061,520170510947.916,459880758307.754,80841367080.0075,4253351778.2413,1166869.9305994
25-Jan-2022 11:35:00,116082.378165543,779855.936003692,15722339.117737,522033974853.143,458245049207.564,84981799906.9876,4269272663.87507,1121659.96110662
25-Jan-2022 11:40:00,126463.042625722,798959.313943172,15878267.3304053,525323649526.364,455174014704.365,90162961634.8687,4272818869.32385,1069260.20010984
25-Jan-2022 11:45:00,136837.4572087,817456.145892264,16020038.5911185,528810438105.597,451903666536.394,95270609818.8111,4268605694.34382,1021419.18052096
25-Jan-2022 11:50:00,139960.804977259,813616.120821353,16091058.7471906,531393234756.659,449651220268.623,98124259794.3179,4253084993.15838,987584.269770117
25-Jan-2022 11:55:00,142544.39592175,813177.650981624,16036365.012838,534779136099.808,446691134590.035,99391227841.9738,4227961777.4532,968097.112460022
25-Jan-2022 12:00:00,145406.793280531,815020.484648811,15866473.5911222,539412326725.475,442600333459.406,100127296210.874,4211937944.70602,953509.46177107
25-Jan-2022 12:05:00,143421.301925039,817159.778645622,15700899.0488117,542669548085.566,439776457175.417,98521523003.9665,4177417537.43103,965610.204985957
25-Jan-2022 12:10:00,141033.886868482,820682.720450689,15585453.4135404,544344988304.49,438455169187.149,96440932554.0756,4153561340.27287,982418.166840049
25-Jan-2022 12:15:00,138699.968956744,824373.103501434,15524628.2880803,545309871362.486,437748205760.116,94578000938.6278,4137270608.95949,998273.537316432
25-Jan-2022 12:20:00,140758.323603879,838015.472758796,15515386.7484469,547148958832.455,436087464358.107,94246331920.2712,4123214183.84456,1001056.3520916
25-Jan-2022 12:25:00,143250.839248789,850879.725346573,15553012.6107624,549300915264.066,434060735010.132,94674832112.4306,4109044162.35985,997096.990676059
25-Jan-2022 12:30:00,145741.959082682,863898.629750046,15623615.2909451,551206668585.691,432243077762.642,95161265084.0099,4095579771.17705,992516.749168418
25-Jan-2022 12:35:00,147036.324072125,874131.061598381,15716721.2566671,552587343740.5,430923388165.229,95329357001.4961,4083666222.77381,990613.298181532
25-Jan-2022 12:40:00,148242.890277497,884646.503536559,15824639.7245935,553710965400.458,429839719139.511,95381720354.6718,4073422727.6228,989720.90193037
25-Jan-2022 12:45:00,149448.840829496,895313.272588551,15944034.9515788,554740108904.537,428835376061.928,95435316424.5104,4064261684.08779,988864.612938925
25-Jan-2022 12:50:00,150090.904668972,900646.078233281,16069561.0438508,555750354207.796,427865461118.568,95656746595.0238,4055077573.37001,983066.041484851
25-Jan-2022 12:55:00,150742.212244465,906193.194748014,16206745.8734803,556684970657.991,427111612085.08,95890669601.7849,4048914689.50347,977518.791461232
25-Jan-2022 13:00:00,151428.618343243,911883.628770164,16356650.5503387,557623238908.772,426483813038.447,96167628255.2078,4045052930.95135,971932.33313045
25-Jan-2022 13:05:00,151589.522076712,917687.814447678,16487347.7463624,558042443430.248,426468245852.042,96022135069.3235,4044857480.54968,973847.146338297
25-Jan-2022 13:10:00,151558.906643013,922139.012780008,16595536.8793795,558243917800.973,426602404394.809,95749784988.4511,4044975829.43789,976839.926419524
25-Jan-2022 13:15:00,151468.567660948,925576.102749053,16680871.9439271,558376921840.397,426724483640.794,95480126808.2159,4045153377.4569,979749.666611609
25-Jan-2022 13:20:00,151561.143617221,928159.223167399,16745923.2825157,558611774402.557,426676953637.099,95361469086.4212,4045237414.84642,981079.186317731
25-Jan-2022 13:25:00,151666.18788831,930057.673613688,16794537.7837265,558878130040.142,426547121698.008,95308688337.03,4045194884.6586,981742.603541486
25-Jan-2022 13:30:00,151754.967878172,931533.488677443,16829530.9677215,559131616290.476,426393517036.317,95267220652.2392,4045072757.84789,982230.685282557
25-Jan-2022 13:35:00,152960.844131116,934614.173394807,16855332.6239422,559793506146.176,425806487526.723,95650598217.0895,4044075809.81518,978825.459447886
25-Jan-2022 13:40:00,154259.053482278,937148.923951789,16876091.7108394,560610392135.695,425049300364.192,96198917881.2344,4042041720.04792,973936.557407378
25-Jan-2022 13:45:00,155552.981049441,939426.042099251,16891962.3665762,561442876139.592,424266460416.138,96769557369.6295,4039427581.64567,968814.743996613
25-Jan-2022 13:50:00,153635.896914984,933467.287467035,16930575.0233812,560733389684.065,425103153083.904,96483245719.3653,4038977534.24298,970181.255069459
25-Jan-2022 13:55:00,151408.16542596,927523.054934512,17027050.8152279,558581096402.818,427535978016.06,96076782043.4437,4050417140.63551,973284.115830054
25-Jan-2022 14:00:00,148975.596537943,920726.456710066,17184447.0864391,555761568941.311,430751526800.415,95847234770.5182,4056241956.31214,975415.045695666
25-Jan-2022 14:05:00,147269.771452401,913388.483582633,17384163.7586726,551725799248.021,435256928722.247,96505925060.0913,4098341086.20721,971565.559937177
25-Jan-2022 14:10:00,145675.149717276,905901.097023328,17565187.5656695,548041082197.426,439323520574.208,97168669918.7233,4139719778.34152,967388.108637261
25-Jan-2022 14:15:00,144069.923646926,898419.598379341,17733538.1071848,544497052247.302,443176982070.706,97746253074.3306,4179253625.5422,963658.849776244
25-Jan-2022 14:20:00,141605.753272324,889264.483686922,17891484.1964355,540718269324.658,447209841251.667,97950835842.6174,4217805947.84247,962940.099363306
25-Jan-2022 14:25:00,139023.519861061,880403.476985203,18039776.2993291,536807747453.833,451331920085.181,97935707783.9539,4255832127.74586,963821.978700855
25-Jan-2022 14:30:00,136431.001262056,871563.601002118,18181448.5422976,532908860156.342,455411566341.01,97874083741.892,4293267571.75507,964936.371276208
25-Jan-2022 14:35:00,134099.998022092,863823.97257346,18318265.0124304,529058446726.207,459421088307.974,97821723360.6532,4329996183.85748,966064.274435141
25-Jan-2022 14:40:00,131771.954089333,856094.688324683,18451407.1719174,525220630863.81,463403083366.08,97755087374.7858,4366061253.91211,967112.496921681
25-Jan-2022 14:45:00,129431.611393233,848397.709635534,18581454.8756334,521371027159.488,467386452568.041,97658387470.9367,4401692788.63216,968320.47557103
25-Jan-2022 14:50:00,127490.939368005,835906.478876561,18700856.0675452,518436690754.565,470730700527.113,98118504176.5923,4430628404.69512,959753.657805626
25-Jan-2022 14:55:00,125689.303628883,823645.43345979,18803348.6137036,515985340115.845,473686560080.935,98687853477.4043,4457479174.57499,950499.188646847
25-Jan-2022 15:00:00,123904.104718603,811792.683069766,18880844.0633989,513833945421.806,476405302597.107,99162905429.6529,4482521333.61493,942073.607935852
25-Jan-2022 15:05:00,121689.430114186,801778.087427081,18876887.2141727,512253951797.755,478284944504.02,98736014295.8398,4501583144.9452,945111.069132629
25-Jan-2022 15:10:00,119319.126844442,790281.837347493,18828303.1448112,510786126202.645,479978180039.513,98160077818.4425,4518344245.34973,949244.861054356
25-Jan-2022 15:15:00,116855.921695513,777790.654384625,18751131.1011771,509283194438.322,481660337722.302,97544050676.8075,4534113305.02078,953647.837035952
25-Jan-2022 15:20:00,114127.520418439,764351.904303665,18650916.3753888,507626337615.935,483464246403.435,96816897487.2871,4549655591.53334,959741.933176367
25-Jan-2022 15:25:00,111330.416781836,750575.829703986,18531100.9881002,505858000476.651,485356041537.764,96021029280.1304,4565305030.92627,966455.329867942
25-Jan-2022 15:30:00,108500.414259761,736556.086938847,18395823.8228388,504027190734.369,487293323419.117,95196254334.2329,4581123167.04722,973453.224753398
25-Jan-2022 15:35:00,103664.842516408,718474.002540538,18244892.5378646,501271010294.662,490142593580.346,93471195645.8571,4598844606.01349,988042.866886149
25-Jan-2022 15:40:00,98611.8868286326,700745.610421003,18077048.9254243,498039029664.437,493453540834.388,91290690063.6804,4618972688.80039,1006924.1197995
25-Jan-2022 15:45:00,93558.0121476669,682997.34749661,17898776.3495658,494731180612.31,496828684826.226,89048949455.251,4640609961.63728,1027174.68032621
25-Jan-2022 15:50:00,87134.0676596111,621709.194280245,18316373.7868704,467071547843.861,526383624258.934,96772866493.0613,4948414124.19879,946132.361113544
25-Jan-2022 15:55:00,79272.7767061904,525240.68706097,19832266.6216562,405921529602.915,591884070592.101,119448757291.338,5666971308.44785,761286.772626208
25-Jan-2022 16:00:00,69332.9120788092,404286.64998057,22320041.3399282,313935575061.539,690905914244.799,166299728486.14,6885683300.89091,511112.647784029
25-Jan-2022 16:05:00,59460.7787245733,307752.456165852,25238429.8838571,223249878857.617,789091272712.415,229844008074.299,8313689205.96076,315440.31407584
25-Jan-2022 16:10:00,50969.7319972748,245282.203270772,27600754.2987891,162131645215.132,855797967577.104,288659022281.708,9571811702.81439,207621.226128364
25-Jan-2022 16:15:00,43213.0404174986,199075.89594523,29340883.2116678,118943876754.198,903460172051.029,343971247413.874,10739513277.5351,142108.771042293
25-Jan-2022 16:20:00,37277.5307589539,164039.643040469,30533312.3297477,86973070408.9494,939441998619.791,401120706567.598,11888625313.6855,98364.7505641316
25-Jan-2022 16:25:00,31522.0186438785,133992.056819031,31296735.2456638,62157232418.6947,968164642933.32,463082127218.983,13057136441.2314,67529.4578080034
25-Jan-2022 16:30:00,25828.5765691147,108135.529968088,31693235.3838963,42855016514.9058,991277247288.986,528453868915.767,14237959983.0193,45931.5631342974
25-Jan-2022 16:35:00,21881.4054987203,88425.5313112207,31772881.9658744,28826301864.9889,1009190768265.3,600584439358.923,15461809859.8045,31257.1145768908
25-Jan-2022 16:40:00,18158.9842567472,71643.6077015672,31606311.902824,18745478453.8298,1023342466677.73,680462060861.891,16746285213.9942,21293.5089014071
25-Jan-2022 16:45:00,14547.7096721788,57217.0828857846,31231975.6217637,11417633556.1005,1034927797170.92,767001430321.203,18093819156.8366,14465.6067366512
25-Jan-2022 16:50:00,11743.7744253716,44308.4083906685,30689630.674887,7395402612.52867,1043411798239.49,853253407872.914,19318459533.0492,9839.0910254316
25-Jan-2022 16:55:00,9522.03526546559,35099.4221746571,30000334.4758399,5335478006.91267,1049543239622.81,929830366927.539,20429943567.934,7168.05338252451
25-Jan-2022 17:00:00,7642.51788227014,28120.7226731143,29195490.5461959,4028721387.30335,1054594587969.76,996813360366.711,21443124865.5903,5393.88004908539
25-Jan-2022 17:05:00,6942.62179098219,25329.0492550281,28347631.1310809,3247222240.24428,1057951265502.69,1045539400017.19,22389773118.4479,4559.55945260014
25-Jan-2022 17:10:00,6342.81302031573,23198.2372036653,27539556.4055424,2796175385.952,1060159640125.19,1078206981415,23167864023.2615,4008.14013611359
25-Jan-2022 17:15:00,5825.63063600794,21558.9767587889,26778392.2701486,2507631233.28262,1061567862575.97,1098162367924.76,23796603653.4143,3627.6851319826
25-Jan-2022 17:20:00,5566.91641503841,20573.6468693804,26075096.9855973,2409586190.84777,1062217858732.68,1106766668259.2,24279353920.9883,3400.70604313505
25-Jan-2022 17:25:00,5392.64531508637,19982.2350132392,25440122.2502804,2445010659.40532,1062213172971.8,1104844322018.83,24620335795.5871,3285.0937148508
25-Jan-2022 17:30:00,5285.49603605689,19709.3531184083,24869895.7765854,2558481948.02471,1061698272051.94,1094144254943.85,24836499185.786,3240.77856265099
